ID,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,long,sqft_living15,sqft_lot15
3831200200,20150420T000000,"21,500,000.00",3,2.25,1710,7134,1,0,0,4,7,1130,580,1979,0,683572,76.4083,1790,7455
3832500260,20140509T000000,"21,500,000.00",3,2.5,1420,14850,1,0,0,4,7,1020,400,1963,0,683573,76.3702,2060,8800
3835500005,20140528T000000,"21,500,000.00",2,1.75,2050,11900,1,0,0,4,8,2050,0,1950,0,682507,76.2558,2980,11900
3835500195,20140618T000000,"21,500,000.00",4,3,6430,27517,2,0,0,3,12,6430,0,2001,0,682024,76.3120 ,3720,14592
3835500585,20141016T000000,"21,500,000.00",4,2.75,4280,12668,2,0,0,3,9,3900,380,1947,2008,682006,76.277,3590,12670
3835502815,20140925T000000,"21,560,000.00",3,2.5,3110,9930,1,0,1,3,8,1640,1470,1954,0,682005,76.2632,3650,14399
3845101100,20150121T000000,"21,570,000.00",4,2.5,2547,4800,2,0,0,3,9,2547,0,2014,0,686681,76.7165,2598,4800
3856900507,20140512T000000,"21,580,000.00",4,3.5,3460,3997,2,0,0,3,10,2560,900,2004,0,682013,76.2976,1860,4000
3856905010,20140805T000000,"21,580,000.00",3,1.5,1540,3570,1.5,0,0,5,7,1490,50,1930,0,683579,76.3344,1620,4080
3859900060,20150112T000000,"21,600,000.00",5,4,6300,16065,2,0,1,3,12,4360,1940,2004,0,682016,76.2914,3260,17287
3860400060,20140801T000000,"21,600,000.00",4,2.5,2660,11200,2,0,0,3,9,2660,0,1999,0,682003,76.2761,3290,11275
3860900003,20140617T000000,"21,600,000.00",4,2.5,2570,6251,2,0,0,3,9,2570,0,2000,0,682027,76.2566,2570,9588
3860900035,20150415T000000,"21,600,000.00",5,3.5,4230,16526,2,0,0,3,10,4230,0,2008,0,682505,76.2245,3000,12362
3861470110,20140623T000000,"21,600,000.00",4,3.5,4230,20377,2,0,0,3,11,4230,0,1997,0,682005,76.2657,3980,20489
3861470120,20141126T000000,"21,600,000.00",4,2.75,4270,25807,2,0,0,3,11,4270,0,1996,0,682022,76.3250 ,3860,20723
3864000120,20150408T000000,"21,600,000.00",4,3.25,3780,10099,1,0,1,3,11,2240,1540,2006,0,682027,76.2516,3120,10669
3867400180,20150327T000000,"21,600,000.00",2,1,1000,3513,1,0,4,4,5,1000,0,1914,0,683516,76.1914,1930,4920
3876540410,20150413T000000,"21,600,000.00",3,2.25,1690,7292,1,0,0,3,7,1250,440,1985,0,683561,76.3946,1670,7747
3876810190,20141113T000000,"21,620,000.00",4,1,1140,7208,1,0,0,3,7,900,240,1970,0,683513,76.2306,1300,7991
3879901285,20150326T000000,"21,620,000.00",3,2.5,2660,1967,3,0,3,3,9,1870,790,2007,0,682301,76.3475,1640,1369
3879901295,20141110T000000,"21,690,000.00",3,2.5,2660,1973,3,0,3,3,9,1870,790,2007,0,682301,76.3472,1640,1369
3880900010,20140604T000000,"21,700,000.00",5,3.25,3410,9088,2,0,3,3,9,2760,650,1912,0,682018,76.2828,3540,7100
3880900170,20140805T000000,"21,700,000.00",4,2.5,3280,7100,2,0,4,3,10,2180,1100,1911,1987,682011,76.2842,3240,6674
3882320010,20141126T000000,"21,700,000.00",4,2.5,2520,13156,1,0,0,3,8,1520,1000,1979,0,683579,76.3344,2050,10940
3883800011,20141105T000000,"21,700,000.00",3,1,860,10426,1,0,0,3,6,860,0,1954,0,683581,76.573,1140,11250
3885801190,20140730T000000,"21,700,000.00",4,3.5,3230,7200,1,0,1,3,10,1640,1590,2000,0,682502,76.2085,2660,7200
3885803044,20140902T000000,"21,700,000.00",4,5,5810,7440,2,0,0,3,10,3790,2020,2004,0,682002,76.253791,3010,7200
3885803245,20150305T000000,"21,700,000.00",5,4,3310,8400,2,0,0,3,10,3310,0,2000,0,682022,76.3294,3430,8400
3885804225,20140624T000000,"21,700,000.00",2,2,1460,9052,1,0,2,5,6,1460,0,1900,0,682304,76.3219,2554,7834
3885804260,20141024T000000,"21,710,000.00",4,3.5,3500,9523,2,0,0,3,10,2460,1040,1996,0,682502,76.2085,3160,5997
3885804390,20150421T000000,"21,720,000.00",4,3.25,3470,5222,2,0,0,3,10,2830,640,2005,0,682035,76.285691,3090,6758
3885805175,20141001T000000,"21,750,000.00",4,3.25,3730,7200,2,0,0,3,10,2810,920,2006,0,682035,76.285822,2490,7200
3885805665,20140612T000000,"21,760,000.00",4,3.75,4030,10800,2,0,0,3,10,4030,0,2006,0,682034,76.2891,2160,7200
3885805896,20140610T000000,"21,760,000.00",5,3.75,3630,6000,1.5,0,0,3,9,2470,1160,2004,0,682027,76.2512,2560,7560
3885806105,20140521T000000,"21,777,800.00",3,3.25,3690,7200,2,0,0,3,11,3690,0,2007,0,682035,76.2843,1880,7200
3885806565,20150130T000000,"21,780,000.00",4,3.5,2980,6349,2,0,3,3,9,2980,0,1998,0,682016,76.2851,2870,6349
3885806840,20150316T000000,"21,800,000.00",3,2.75,2290,5002,2,0,0,4,9,1950,340,1995,0,682021,76.3917,2290,5100
3885807362,20140604T000000,"21,800,000.00",3,2.25,2430,5500,2,0,0,3,8,1810,620,1989,0,683516,76.1999,2040,5500
3885808005,20150305T000000,"21,860,000.00",5,3.25,3930,5500,2,0,0,3,9,2910,1020,2014,0,683515,76.1753,2040,5115
3885808210,20150120T000000,"21,900,000.00",3,2.5,2044,5610,2,0,0,4,9,2044,0,1996,0,682306,76.3360 ,2440,5610
3886903615,20150416T000000,"21,900,000.00",4,2.5,3430,7200,2,0,0,3,9,3430,0,2014,0,682013,76.2942,1530,7800
3892500070,20140728T000000,"21,900,000.00",3,3.5,4070,26000,2,0,0,3,11,4070,0,1991,0,682034,76.2875,3770,26000
3892500150,20140521T000000,"21,900,000.00",3,2.5,4460,26027,2,0,0,3,12,4460,0,1992,0,682035,76.2853,3770,26027
3893100462,20150225T000000,"21,900,000.00",5,3.75,4360,8504,2,0,4,3,10,3530,830,2014,0,682010,76.2875,2680,9000
3896100130,20140617T000000,"21,900,000.00",3,2.25,2880,7599,1,0,2,3,9,1710,1170,1958,2002,682035,76.2832,2920,12401
3897100060,20140723T000000,"21,930,000.00",3,1.5,1110,5500,1,0,0,3,6,1110,0,1940,1997,686681,76.7165,1670,6600
3900100265,20150129T000000,"21,960,000.00",3,1,1020,7650,1,0,0,3,6,1020,0,1919,0,683579,76.3344,1870,5500
3904100089,20150318T000000,"21,960,000.00",3,1.75,1350,7370,1,0,0,4,6,1350,0,1912,0,682032,76.312,1440,6000
3904901330,20140820T000000,"21,990,000.00",3,2.25,1610,5159,2,0,0,3,7,1610,0,1985,0,683517,76.2711,1610,5210
3905000340,20140724T000000,"21,997,600.00",4,2.5,2440,10049,2,0,0,4,9,2440,0,1989,0,683519,76.2422,2820,8484
3905030330,20141008T000000,"22,000,000.00",3,2.25,1990,8501,2,0,0,3,8,1990,0,1991,0,683514,76.2074,2090,6459
3905080280,20150304T000000,"22,000,000.00",3,2.5,1880,4499,2,0,0,3,8,1880,0,1993,0,683578,76.2970 ,2130,5114
3905100210,20140723T000000,"22,000,000.00",3,2.5,1530,3840,2,0,0,3,8,1530,0,1994,0,683517,76.2711,1720,3985
3919000030,20150420T000000,"22,000,000.00",5,2.5,2070,9600,1,0,0,3,7,1270,800,1962,0,682311,76.4832,1950,7800
3931900510,20140829T000000,"22,000,000.00",4,2.5,4070,7800,3,0,0,4,8,3390,680,2002,0,682037,76.3332,2020,6760
3931900580,20150313T000000,"22,000,000.00",4,3.5,3130,3900,2,0,0,3,9,2550,580,2008,0,682037,76.3382,1830,3900
3935900005,20150501T000000,"22,000,000.00",4,2.25,2740,11343,1,0,2,5,10,1980,760,1953,0,682036,76.2962,2790,10027
3959400345,20150311T000000,"22,000,000.00",4,1.5,3520,4933,1.5,0,0,4,8,2270,1250,1929,0,683579,76.3344,1710,5400
3971700560,20150421T000000,"22,000,000.00",5,2.5,2520,27951,1.5,0,0,3,7,1890,630,1942,1970,686681,76.7165,1830,14373
3977630130,20150325T000000,"22,000,000.00",3,1,1200,9668,1,0,0,5,6,1200,0,1975,0,686681,76.5390 ,1200,9800
3992700775,20150121T000000,"22,000,000.00",4,2,1490,13736,1,0,0,4,6,1490,0,1942,0,683513,76.2347,2040,7200
3995700250,20141013T000000,"22,000,000.00",3,1.75,1600,8156,1,0,0,5,7,1600,0,1948,0,683574,76.4528,1200,8156
3999300080,20140904T000000,"22,000,000.00",6,2.25,3830,11180,1,0,2,5,9,2440,1390,1962,0,683516,76.2125,2500,10400
4006000580,20150313T000000,"22,000,000.00",3,1.5,1240,5506,1,0,0,4,7,1240,0,1971,0,682030,76.3623,1670,5589
4013800206,20140828T000000,"22,000,000.00",4,1,1220,11730,1,0,0,4,7,1220,0,1960,0,683572,76.4083,1270,9520
4019300480,20141111T000000,"22,000,000.00",4,3.5,2710,14016,2,0,0,4,8,2710,0,1968,0,683513,76.229,1590,27903
4023500990,20140617T000000,"22,000,000.00",3,1.5,1270,20700,1,0,0,2,7,1150,120,1948,0,683573,76.3673,1990,15000
4024100961,20140728T000000,"22,000,000.00",3,1.75,1830,10954,1,0,0,3,7,1830,0,1963,0,682011,76.28068,1850,8624
4024101440,20140618T000000,"22,000,000.00",3,2.5,1950,6871,2,0,0,3,8,1950,0,1997,0,682001,76.25593617,1950,7663
4025300371,20150408T000000,"22,000,000.00",3,1,1660,8839,1,0,0,4,7,1660,0,1947,0,686681,76.7165,1230,9236
4030100005,20141209T000000,"22,000,000.00",5,3.75,4320,39094,2,1,4,3,8,4320,0,1938,0,682010,76.2875,1920,7750
4030100290,20141001T000000,"22,000,000.00",5,3.5,5170,7197,3,1,4,3,11,3520,1650,1998,0,682025,76.3091,3020,12880
4030500130,20140923T000000,"22,000,000.00",4,2.5,2300,15188,2,0,0,4,7,2300,0,1966,0,683573,76.3673,1820,10125
4031000460,20140610T000000,"22,000,000.00",3,1,920,9812,1,0,0,4,7,920,0,1962,0,682020,76.255212,1188,9812
4036400110,20150129T000000,"22,000,000.00",3,2.75,2340,12282,1,0,2,3,8,1470,870,1978,0,682032,76.31211,2640,8887
4037200585,20140723T000000,"22,000,000.00",3,2.5,1090,7700,1,0,0,4,7,1090,0,1957,0,683574,76.4425,1740,7700
4037400280,20140923T000000,"22,000,000.00",3,1.75,1770,7875,1,0,0,4,7,1170,600,1958,0,683513,76.229,1670,8000
4039700870,20150219T000000,"22,000,000.00",5,1.75,2870,9680,1,0,4,5,9,1440,1430,1966,0,682027,76.2599,2940,9729
4039800080,20140529T000000,"22,000,000.00",5,3.5,5960,13703,2,0,2,3,10,4770,1190,1984,0,682502,76.2085,2810,17320
4040800600,20140609T000000,"22,020,000.00",3,1.75,1300,8800,1,0,0,4,8,1300,0,1963,0,683513,76.2345,1350,8800
4045100075,20150325T000000,"22,040,600.00",4,4.25,4890,15188,2,0,2,3,11,3090,1800,1999,0,682018,76.2774,3470,16201
4045100190,20141027T000000,"22,079,800.00",4,3.25,4250,18000,2,0,3,5,10,3350,900,1980,0,683101,76.3547,3790,14537
4045800040,20140725T000000,"22,090,000.00",4,2.5,2370,10000,1,0,0,5,8,1660,710,1974,0,683516,76.2093,2480,9875
4046600750,20150414T000000,"22,100,000.00",3,1.75,1370,19550,1,0,0,3,7,1370,0,1978,2006,682001,76.251236,1430,17550
4048400070,20141205T000000,"22,100,000.00",2,1,1070,32633,1,0,0,4,6,1070,0,1930,0,682032,76.32517293,1360,32156
4054500180,20140724T000000,"22,100,000.00",4,3.25,4030,36762,2,0,0,3,11,4030,0,1988,0,683511,76.306,4090,40371
4054500390,20141007T000000,"22,149,200.00",4,4.75,5310,57346,2,0,0,4,11,5310,0,1989,0,682502,76.2085,4180,47443
4054510270,20140827T000000,"22,160,000.00",4,3.75,3830,41263,2,0,0,4,11,3830,0,1990,0,682301,76.3553,5600,56568
4054510310,20141201T000000,"22,200,000.00",4,4,4090,51908,2,0,0,3,11,4090,0,1991,0,682036,76.2940 ,4290,41655
4054530240,20150427T000000,"22,200,000.00",4,3.5,4380,66613,1.5,0,0,3,11,4380,0,1993,0,682037,76.3382,4010,70109
4054530260,20140627T000000,"22,200,000.00",4,4.5,6640,53330,2,0,0,3,12,6640,0,1993,0,682002,76.253791,4620,68625
4054550010,20150413T000000,"22,200,000.00",5,4,4780,118047,2,0,0,3,11,4780,0,1994,0,682022,76.3257,4040,31760
4054560120,20141008T000000,"22,200,000.00",3,3.5,3840,53696,2,0,0,3,9,3840,0,1996,0,683511,76.306,3810,35181
4055700030,20150502T000000,"22,200,000.00",3,4.5,3970,24920,2,0,2,3,10,3260,710,1977,1999,682034,76.2875,2610,13838
4055700378,20141009T000000,"22,200,000.00",4,3.25,3600,38016,2,0,2,3,11,3310,290,1991,0,682037,76.3424,2440,22693
4055701110,20140612T000000,"22,240,000.00",3,2,2420,17859,1,0,1,5,9,1500,920,1979,0,683516,76.1852,2955,17859
4055701200,20150421T000000,"22,250,000.00",4,2.75,3120,7898,1,1,4,4,8,1560,1560,1963,0,682505,76.2197,2630,13868
4058801325,20140522T000000,"22,255,000.00",2,1,1070,5824,1,0,2,5,7,1070,0,1949,0,682024,76.31250738,2090,7980
4058801680,20140523T000000,"22,300,000.00",2,1,1340,7788,1,0,2,3,7,1340,0,1947,0,682024,76.291,2550,7788
4073800140,20140811T000000,"22,300,000.00",3,3.25,2210,3600,2,0,0,3,8,1820,390,1995,0,683522,76.1908,2010,6690
4077800412,20150316T000000,"22,300,000.00",3,1.5,1730,9509,2,0,0,3,8,1270,460,1955,0,683514,76.1876,1810,8795
4083303540,20150320T000000,"22,300,000.00",5,1.75,2344,4800,1.5,0,0,4,7,1544,800,1921,0,683516,76.1999,1770,4200
4083304535,20141114T000000,"22,310,000.00",4,2.75,2950,4560,2,0,0,5,7,1810,1140,1912,0,682039,76.3164,2000,4560
4083305085,20140520T000000,"22,360,000.00",6,3,2880,3192,2,0,0,4,8,2180,700,1919,0,682003,76.2761,1870,4533
4083306045,20141029T000000,"22,400,000.00",5,3.75,3330,5042,2,0,2,3,9,2470,860,2014,0,682502,76.2085,1780,3990
4083306345,20150504T000000,"22,400,000.00",4,1.5,2100,4560,1.5,0,0,4,8,2100,0,1912,0,682306,76.3346,1930,4560
4094800120,20140619T000000,"22,400,000.00",5,3,3880,13000,2,0,0,3,10,3880,0,1972,2003,682002,76.24933,3470,13701
4094800190,20140623T000000,"22,400,000.00",4,2.5,3160,13194,2,0,0,5,10,3160,0,1965,0,682027,76.2721,3490,13194
4094800260,20141126T000000,"22,405,600.00",4,3.5,4440,20668,2,0,2,5,10,3240,1200,1965,0,682005,76.25863111,4240,18650
4094800380,20150427T000000,"22,450,000.00",3,2.25,2630,12899,2,0,0,4,9,2630,0,1966,0,683520,76.25515,3140,15320
4100500070,20140527T000000,"22,500,000.00",5,4.5,4590,14685,2,0,0,3,10,4590,0,2009,0,682005,76.25032244,3030,9486
4104500181,20140812T000000,"22,500,000.00",4,3.5,4610,12500,2,0,2,3,11,4610,0,2003,0,682022,76.3261,2340,11538
4104500191,20140522T000000,"22,500,000.00",3,2.75,2890,12130,2,0,3,4,10,2830,60,1987,0,682027,76.2469,2415,11538
4107100190,20150324T000000,"22,500,000.00",4,3.75,3480,14850,1,0,4,3,9,1870,1610,1951,2013,682016,76.2945,4780,18480
4107100204,20140821T000000,"22,500,000.00",4,3.25,3860,17820,1,0,4,4,10,2630,1230,1975,0,683101,76.3523,4590,23760
4114601580,20140724T000000,"22,500,000.00",6,4,3020,13237,2,1,4,3,8,2840,180,1942,1983,682006,76.277,3680,12620
4122500095,20150413T000000,"22,500,000.00",5,2.75,2520,18625,1,0,0,3,8,1660,860,1959,0,682039,76.3173,3000,16624
4122500100,20150211T000000,"22,500,000.00",5,2.5,2710,14989,1,0,0,3,8,1720,990,1959,0,682027,76.2721,3180,16624
4122900020,20140626T000000,"22,500,000.00",4,3,4040,20001,1,0,0,3,9,2020,2020,1972,2001,682502,76.2085,2990,20098
4122900190,20140512T000000,"22,500,000.00",5,1.75,3380,20021,1,0,0,4,8,1690,1690,1963,0,682016,76.2928,3260,19809
4123810090,20140909T000000,"22,520,000.00",3,2.25,2140,10256,2,0,0,3,8,2140,0,1987,0,686681,76.6251,2040,11717
4128500380,20150427T000000,"22,540,000.00",4,2.5,4280,12796,2,0,0,3,11,3400,880,1999,0,682027,76.2724,3520,9593
4131900042,20140516T000000,"22,550,000.00",5,4.25,6490,10862,2,0,3,4,11,3940,2550,1991,0,682005,76.266,3290,14080
4131900066,20140825T000000,"22,600,000.00",3,3,3920,13085,2,1,4,4,11,3920,0,1996,0,682030,76.3567,3450,13287
4134300175,20150417T000000,"22,600,000.00",4,2.5,4120,14866,1,1,4,3,8,2070,2050,1965,0,682002,76.253498,3620,19729
4136890280,20150327T000000,"22,600,000.00",4,2.5,1940,7040,2,0,0,3,8,1940,0,1998,0,683101,76.3677,2400,7145
4136890560,20150430T000000,"22,600,000.00",4,2.5,2590,11018,2,0,0,3,8,2590,0,1998,0,682011,76.2894,2400,8042
4136900190,20150320T000000,"22,600,000.00",3,2.5,2040,7580,2,0,2,3,8,2040,0,1998,0,683561,76.3926,1960,7820
4136920030,20140524T000000,"22,600,000.00",4,1.5,2670,10026,2,0,0,3,8,2670,0,1996,0,682011,76.28338406,2420,11900
4136950070,20150414T000000,"22,620,000.00",3,2.5,1500,7401,2,0,0,3,8,1500,0,1998,0,683573,76.3704,1720,7171
4137000070,20150410T000000,"22,700,000.00",3,2.5,2240,7500,2,0,0,3,8,2240,0,1985,0,682024,76.29010963,2190,7506
4139300135,20140709T000000,"22,700,000.00",5,4.75,5780,17004,2,0,0,3,11,4260,1520,2006,0,682011,76.2848,3460,10855
4139420070,20140910T000000,"22,700,000.00",5,3.25,5180,19606,1,0,0,3,11,2610,2570,1993,0,682027,76.2721,4050,15296
4139420190,20150512T000000,"22,700,000.00",4,5,5310,16909,1,0,4,3,12,3090,2220,1992,0,682018,76.2823,5220,15701
4139420370,20140811T000000,"22,700,000.00",4,5,6055,21630,1,0,3,4,12,3555,2500,1996,0,683515,76.1769,4890,19223
4139420430,20140611T000000,"22,700,000.00",5,3.5,4210,17258,2,0,3,3,12,4210,0,1995,0,682502,76.2085,4630,17909
4139420590,20140827T000000,"22,700,000.00",4,3.5,4560,16643,1,0,3,3,12,2230,2330,1995,0,682027,76.2724,4060,15177
4139420590,20140520T000000,"22,700,000.00",4,3.5,4560,16643,1,0,3,3,12,2230,2330,1995,0,682023,76.3189,4060,15177
4139420640,20141030T000000,"22,705,000.00",4,3.5,5490,14300,1,0,4,3,12,2910,2580,1996,0,682010,76.2875,4290,13822
4139430250,20150330T000000,"22,750,000.00",4,3.5,4970,16582,2,0,3,4,11,3930,1040,1992,0,682037,76.3455,3580,13335
4139430340,20141015T000000,"22,779,800.00",3,2.5,3680,13384,2,0,0,3,10,3680,0,1994,0,682036,76.2939,3600,11306
4139430410,20141107T000000,"22,799,800.00",4,3.5,4270,12305,2,0,2,3,10,4270,0,1994,0,682027,76.2602,4190,13137
4139440610,20140512T000000,"22,800,000.00",3,2.5,2620,8950,2,0,0,3,9,2620,0,1992,0,683516,76.1999,2850,8809
4139460390,20140620T000000,"22,800,000.00",4,4.5,3850,13551,2,0,2,3,10,3000,850,1998,0,682026,76.2916,3480,10737
4139470010,20141006T000000,"22,800,000.00",4,3.25,4250,12281,2,0,4,3,12,3020,1230,1996,0,682022,76.3250 ,4940,12941
4139480190,20140916T000000,"22,800,000.00",3,3.25,3780,10623,1,0,1,3,11,2650,1130,1999,0,682029,76.2716,3850,11170
4139480200,20140618T000000,"22,840,000.00",4,3.25,4290,12103,1,0,3,3,11,2690,1600,1997,0,682502,76.2085,3860,11244
4139480200,20141209T000000,"22,900,000.00",4,3.25,4290,12103,1,0,3,3,11,2690,1600,1997,0,682037,76.3382,3860,11244
4139480350,20150113T000000,"22,900,000.00",4,4,5000,12941,3,0,2,3,12,5000,0,2002,0,682025,76.3099,4560,12941
4139490190,20140711T000000,"22,900,000.00",4,3.5,4410,12426,2,0,2,3,12,3420,990,1996,0,682035,76.285681,4090,12127
4139490210,20140730T000000,"22,936,000.00",4,3.5,4080,14450,2,0,2,3,12,3210,870,1998,0,682013,76.2942,4080,12114
4139500080,20140718T000000,"22,960,000.00",4,4.25,5180,13077,2,0,3,3,12,4280,900,1998,0,682035,76.278521,5030,15069
4139500200,20150305T000000,"22,980,000.00",6,4.5,5740,10312,2,0,2,3,11,3610,2130,2000,0,682502,76.2085,4350,11917
4139500410,20150126T000000,"22,980,000.00",6,4.75,5770,16747,2,0,3,3,12,4500,1270,1998,0,682025,76.3098,4470,14571
4139660430,20150505T000000,"23,000,000.00",5,3,3640,28531,2,0,0,3,10,3640,0,1996,0,682023,76.28416585,3330,17186
4139700260,20141117T000000,"23,000,000.00",5,3.5,3330,3705,2,0,0,3,9,2610,720,2008,0,683516,76.1847,2810,3971
4139900050,20140519T000000,"23,000,000.00",4,3.25,5010,34460,2,0,0,3,12,5010,0,1988,0,682034,76.2875,4760,34460
4139900120,20140605T000000,"23,000,000.00",4,5.25,4670,43950,2,0,0,3,12,4670,0,1989,0,682037,76.3426,4900,35000
4139900180,20150420T000000,"23,000,000.00",4,2.5,4500,35200,1,0,0,3,13,4500,0,1988,0,682011,76.2854,4760,35200
4139900210,20140620T000000,"23,000,000.00",4,3.5,4410,36200,2,0,0,3,11,4410,0,1989,0,682016,76.2854,4760,35860
4139910030,20150302T000000,"23,000,000.00",5,2.5,4170,33310,2,0,0,4,11,4170,0,1991,0,682013,76.2944,4670,37960
4139910160,20150401T000000,"23,000,000.00",5,3.25,4320,32840,2,0,0,3,12,4320,0,1990,0,682024,76.3121,4410,33210
4139910170,20141216T000000,"23,000,000.00",5,3.25,4050,35600,2,0,0,3,12,4050,0,1990,0,682304,76.3219,4770,33880
4139910180,20150114T000000,"23,000,000.00",5,4,4770,31570,2,0,0,3,12,4770,0,1990,0,682034,76.2875,4520,32070
4139910250,20150210T000000,"23,000,000.00",4,3.75,5850,35070,2,0,0,4,12,4410,1440,1990,0,682035,76.2832,4830,36200
4141000060,20141205T000000,"23,000,000.00",4,2.5,3180,10319,2,0,0,4,11,3180,0,1986,0,682301,76.3475,3130,12120
4141000490,20141021T000000,"23,000,000.00",4,2.5,3180,13118,2,0,0,4,11,3180,0,1986,0,682023,76.26909,3070,12861
4141010050,20150121T000000,"23,000,000.00",3,2.5,3240,12625,2,0,0,3,11,3240,0,1987,0,682013,76.2942,3470,12331
4141010110,20140808T000000,"23,000,000.00",4,3.5,4330,15335,2,0,0,4,11,3230,1100,1988,0,682005,76.25991242,3840,14311
4141680190,20140807T000000,"23,000,000.00",3,2.5,2320,5760,1,0,0,3,7,1480,840,1987,0,682001,76.2672741,1660,5762
4141800215,20141126T000000,"23,000,000.00",4,3.75,3770,4000,2.5,0,0,5,9,2890,880,1916,0,682035,76.285651,2800,5000
4141800285,20140714T000000,"23,000,000.00",4,2.25,3470,8000,1.5,0,1,3,9,2360,1110,1906,2002,682005,76.33531142,3010,8000
4146800050,20141126T000000,"23,000,000.00",3,2,1580,5289,1,0,0,3,7,870,710,1940,0,683514,76.1876,1310,5535
4147200040,20150414T000000,"23,000,000.00",5,2.25,3650,13068,1,0,0,4,10,1850,1800,1976,0,682008,76.2734,2760,13927
4151800410,20141031T000000,"23,000,000.00",5,3.25,3540,5971,1,0,2,3,10,2000,1540,2005,0,682016,76.2929,2820,6029
4151800530,20141028T000000,"23,000,000.00",4,2.5,2780,6837,2,0,0,3,9,2780,0,2004,0,682008,76.2749,1160,6837
4164100160,20140716T000000,"23,000,000.00",4,1.75,2390,23899,1,0,0,3,7,1750,640,1949,0,683517,76.2666,1840,33900
4166600115,20141121T000000,"23,000,000.00",3,2.75,3230,75889,2,1,4,3,7,3230,0,1925,1993,682029,76.2688,2560,72229
4174600391,20150323T000000,"23,000,000.00",5,2,1820,5054,1,0,0,4,7,910,910,1970,0,683574,76.4525,1180,5628
4178300070,20141226T000000,"23,000,000.00",4,2.5,2920,14210,2,0,0,4,10,2920,0,1978,0,683516,76.1841,2840,13702
4178700100,20140715T000000,"23,000,000.00",4,2.5,4240,43995,2,0,0,3,10,4240,0,1989,0,682027,76.2599,3720,59522
4217400305,20150331T000000,"23,000,000.00",4,2.5,3070,4000,2,0,0,4,8,2070,1000,1940,0,682013,76.2942,2560,4000
4217400590,20141118T000000,"23,025,000.00",3,1.5,1390,5040,1,0,0,3,7,1090,300,1947,0,683579,76.3344,1910,4800
4217400680,20141006T000000,"23,060,000.00",4,3,2720,4800,1.5,0,0,5,8,1790,930,1928,0,682036,76.2911,2260,4800
4217401035,20150507T000000,"23,100,000.00",3,2.25,3290,5000,2,0,0,3,9,2730,560,1939,0,682034,76.2886,2340,4000
4217401055,20140502T000000,"23,100,000.00",4,2.5,2920,4000,1.5,0,0,5,8,1910,1010,1909,0,682037,76.3382,2470,4000
4217401180,20140530T000000,"23,100,000.00",3,2.5,2090,6000,1.5,0,0,4,9,2090,0,1928,0,682502,76.2085,2730,6000
4217401240,20140717T000000,"23,120,000.00",3,2.5,2160,6000,1.5,0,0,4,8,1880,280,1939,0,683520,76.25515,2300,6000
4217401365,20141210T000000,"23,144,000.00",5,3.25,3680,10300,1.5,0,0,4,10,3680,0,1927,0,682034,76.2875,2690,7200
4217402162,20140725T000000,"23,148,000.00",3,2.25,2390,7875,1,0,1,3,10,1980,410,1948,0,682027,76.2653,3720,9075
4218400005,20150130T000000,"23,200,000.00",3,2.25,2440,9200,1,0,1,4,8,2440,0,1950,0,682013,76.2942,2750,6211
4218400100,20140911T000000,"23,200,000.00",6,2.75,4460,6952,2.5,0,2,4,10,3460,1000,1930,0,682002,76.254716,2750,4769
4218400175,20150223T000000,"23,200,000.00",3,1.75,2240,5657,1.5,0,2,4,8,1910,330,1941,0,682005,76.2617,2970,5657
4218400395,20140728T000000,"23,200,000.00",3,2.75,2380,5572,2,0,4,3,9,1930,450,1939,0,682027,76.2599,3370,5500
4218400455,20140708T000000,"23,200,000.00",6,2.75,4710,11000,2,0,3,3,10,3690,1020,1931,0,683101,76.3666,2950,5300
4218400671,20150505T000000,"23,200,000.00",4,2.25,3530,5500,2,0,0,3,8,2860,670,1940,0,682022,76.3299,2840,5500
4219400290,20140502T000000,"23,200,000.00",5,2.75,2910,9480,1.5,0,0,3,8,2910,0,1939,0,682027,76.2724,2940,6600
4219400520,20140616T000000,"23,200,000.00",4,2.25,3040,5000,2,0,3,4,9,2080,960,1926,0,682005,76.27444331,2870,5000
4219400555,20141124T000000,"23,200,000.00",3,2.5,2280,5000,2,0,3,4,9,2280,0,1926,0,682016,76.2854,2200,5000
4219400580,20140612T000000,"23,200,000.00",4,2.5,3000,7500,2,0,0,3,9,3000,0,1937,1994,682025,76.3099,2580,5000
4219401080,20140520T000000,"23,220,000.00",4,3.75,3300,4545,1.5,0,4,3,10,2600,700,1926,1999,683515,76.1753,3300,5000
4219401236,20140520T000000,"23,280,000.00",3,1.75,3400,8965,1,0,2,5,9,1820,1580,1957,0,682025,76.3099,3200,8500
4221260050,20140903T000000,"23,300,000.00",3,2.5,2250,4337,2,0,0,3,8,2250,0,2004,0,683579,76.3344,2250,4721
4221900305,20150121T000000,"23,300,000.00",3,3.25,4030,6300,2,0,0,3,10,3630,400,2006,0,682013,76.2976,1660,6300
4222200280,20141021T000000,"23,300,000.00",3,2,1460,7740,1,0,0,3,7,1460,0,1968,0,682030,76.3533,1540,7644
4222700130,20150304T000000,"23,300,000.00",3,2.25,2070,7800,1,0,0,3,7,1170,900,1964,0,682032,76.3119,1570,8400
